TDWG,LEVEL3_NAME,Lon,Lat,Area,Clim.PC1,Clim.PC2,MAT_ANO,MTCQ_ANO,ELE_STD,MAT_STD,realm,wals,glottolog,Human,vas_rich,med_rich,residuals
TUV,Tuvalu,178.2011101,-7.587359998,53.05,7.050880061,-3.857621656,234.2010422,231.3791656,0,0,Oceania,0,0,8,53,41,-373.7164205
TVA,Tuva,94.79308741,51.57947047,169051.39,-6.080782452,-0.681716428,138.8601507,327.7875828,500.9092879,1.95279801,Palearctic,1,1,40,1697,621,-106.9101411
TVL,Northern Provinces,28.07826685,-25.26571051,336413.46,-0.618384647,2.237898637,131.8964293,82.12581513,382.581341,2.321222215,Afrotropic,2,8,150,5353,2231,806.5957941
TZK,Tadzhikistan,71.04218428,38.52781577,142284.16,-4.013640959,-0.358305584,37.8961971,141.6117545,1543.946379,8.53012576,Palearctic,5,5,65,4353,966,-267.8970765
UGA,Uganda,32.38624065,1.28008215,243148.47,1.855668857,1.038703473,177.5765321,166.0529561,283.7559509,1.894233095,Afrotropic,16,33,200,4743,2053,744.805143
UKR,Ukraine,31.11581544,49.06577305,603888.93,-2.737987363,-0.557270908,33.46173114,196.5745059,145.2107025,1.156585361,Palearctic,5,7,40,3285,1189,158.5645376
URU,Uruguay,-56.01217767,-32.79956891,177939.51,0.434262878,-0.690217108,125.8689492,65.22796147,66.72228018,0.880798873,Neotropic,0,4,10,2582,840,-56.50895052
UTA,Utah,-111.6746324,39.32520384,219603.9,-3.355142172,0.979616095,39.84239941,136.6265312,476.5623445,2.967564935,Nearctic,2,1,16,2975,1051,79.62174765
UZB,Uzbekistan,63.16950908,41.75042059,445985.92,-3.09883402,2.081716554,52.96166503,83.33557491,496.983646,2.69193644,Palearctic,3,7,50,3915,866,-284.4549539
VAN,Vanuatu,167.7055728,-16.20215409,12741.75,5.280677057,-3.105753652,189.6356326,173.2150919,254.4426073,1.293230696,Australasia,22,105,3,1356,504,-158.94721
VEN,Venezuela,-66.16904087,7.118817222,914092.13,3.65703572,0.54730646,194.050794,182.5373054,453.7101326,2.416604772,Neotropic,16,40,7,16286,2452,-1055.218651
VER,Vermont,-72.65980015,44.08247962,24649.97,-2.725857723,-1.694588635,231.5821986,350.6280131,194.879087,1.030620206,Nearctic,1,0,16,1672,831,107.8525372
VIC,Victoria,144.3078569,-36.85746645,227769.42,-1.114076505,0.181585391,92.52432877,41.76968828,276.6107582,1.903486151,Australasia,4,8,40,3368,264,-782.2475542
VIE,Vietnam,106.3040302,16.65164518,326604.32,2.511789709,0.736480379,179.1150126,137.1744537,424.7028154,2.767665305,Indomalaya,24,73,65,11738,4413,1772.207773
VNA,Venezuelan Antilles,-64.34912638,11.05814757,1407,2.112722091,2.097690981,214.4339624,203.9120123,105.215763,0.772632345,Neotropic,0,0,,827,426,-136.1689386
VRG,Virginia,-78.82589678,37.52180057,103868.21,-1.188789177,-0.715384515,39.21622641,185.0539433,288.0256459,1.459107128,Nearctic,3,3,16,2640,1048,140.441636
WAK,Wake Is.,166.638191,19.30151617,19.59,2.317291539,1.444783156,217.0916748,202.7555542,1.356465997,0.071686458,Oceania,0,0,0,22,16,-392.8106995
WAL,Wallis-Futuna Is.,-177.1439709,-13.78426596,166.98,5.618758302,-2.689953555,219.7243977,212.3337746,116.7180624,0.598099266,Oceania,0,1,2.8,305,202,-260.7242171
WAS,Washington,-120.4312306,47.38672446,173979.79,-1.912188753,-0.825098018,101.289151,178.8047238,484.0408001,2.589733663,Nearctic,11,16,16,2487,933,54.58922676
WAU,Western Australia,122.1782109,-25.46606468,2532612.29,-0.425141011,3.185535429,174.8583579,111.7814895,150.3950418,3.601954613,Australasia,40,68,30,10637,704,-1727.043877
WDC,District of Columbia,-77.00958958,38.91161047,159.88,-1.268458535,-0.643010446,69.48408162,210.8159554,30.7746137,0.228725371,Nearctic,0,0,16,1087,548,-63.70079219
WHM,West Himalaya,76.67316703,33.3215968,293853.83,-3.224915496,-0.81060207,10.48901635,100.6270028,1648.401467,10.71752637,Indomalaya,26,52,65,5605,2819,1346.587998
WIN,Windward Is.,-60.99581399,14.09530182,3817.25,3.707398072,-0.524113664,192.0640124,180.4504597,202.2725325,1.27860754,Neotropic,1,4,6.5,2027,830,39.22250625
WIS,Wisconsin,-89.73838902,44.64217154,169347.2,-3.303448717,-0.401697355,194.2620309,309.4131705,94.85341973,1.347397696,Nearctic,2,3,16,1916,984,214.3687976
WSA,Western Sahara,-13.13671746,24.6615821,269568.61,-0.610100108,3.579060648,166.9136821,127.1414373,121.3622888,1.472424516,Palearctic,0,0,90,394,180,-299.6793516
WSB,West Siberia,72.11695974,62.53729779,2549899.26,-5.337016249,-1.430869087,164.3475408,349.5718263,130.6284286,4.262491577,Palearctic,8,13,12,2255,881,46.78688076
WVA,West Virginia,-80.61195464,38.64123998,62483.96,-1.50655515,-1.126129842,87.72429568,230.5732946,254.3346171,1.172780095,Nearctic,0,0,16,1803,890,141.8961032
WYO,Wyoming,-107.5398654,42.99898778,253936.62,-4.009942389,0.38278397,109.5526457,227.873318,498.5868143,2.654220316,Nearctic,1,2,16,2287,932,91.69065262
XMS,Christmas Is.,105.7036983,-10.44411526,124.48,3.64264035,-0.411826918,205.818751,195.5670929,90.26234434,0.464643233,Indomalaya,0,0,0.1,215,166,-279.5785754
YAK,Yakutskiya,130.1157928,66.17394158,3049626.7,-7.68240086,-1.578062674,213.5974049,445.4260022,380.2844236,2.667106328,Palearctic,5,3,12,1859,560,-198.772296
YEM,Yemen,47.5687601,15.83691321,421439.84,-0.180015238,3.602311746,172.3039981,121.8246823,576.4125045,2.752838293,Palearctic,2,12,130,2073,998,198.4591783
YUG,Yugoslavia,18.72433855,44.16024112,255022.71,-1.843773551,-1.012036535,18.36945221,80.89911769,433.1595123,2.287506938,Palearctic,6,12,45,5481,1565,116.2108816
YUK,Yukon,-135.4981483,63.63575031,482164.08,-5.850845355,-1.363428955,165.4595246,288.8320771,467.2404965,2.335420588,Nearctic,1,5,20,1116,425,-192.2254989
ZAI,Zaire,23.6544568,-2.876231321,2336995.74,2.52131234,0.790250437,178.366228,168.4447526,338.5366091,1.702988902,Afrotropic,56,198,130,9471,2862,653.0874356
ZAM,Zambia,27.79788138,-13.45307891,754718.01,0.514755907,2.658960297,150.6964955,120.0170636,219.7235553,1.463705331,Afrotropic,7,24,150,6191,2052,467.9508198
ZIM,Zimbabwe,29.87176247,-19.00000691,391047.83,0.01508299,2.685307215,146.949921,110.581052,310.2489355,1.885824208,Afrotropic,3,10,150,5282,2221,810.1218003
