"TDWG","Bio1","Bio2","Bio3","Bio4","Bio5","Bio6","Bio7","Bio8","Bio9","Bio10","Bio11","Bio12","Bio13","Bio14","Bio15","Bio16","Bio17","Bio18","Bio19"
"BAL",16.1778870531031,23.3125048456965,10.2966916754439,584.635135135135,87.1486486486486,8.39189189189189,47.7196784663845,229.364864864865,50.4459459459459,90.445945945946,174.067567567568,9.51475856755231,39.1349168210416,543.735586630331,29.6334949184108,5.40884034053699,24.2246545585426,14.2209607974903,23.0085178839194
"BAN",25.3754203048956,28.5658856310594,19.6062728186101,2293.17843026539,493.457933370977,5.5098814229249,95.206629058993,1332.76623376623,36.3308865047996,996.508752117448,36.6228119706381,9.44473299611295,43.6809503715769,384.548358385203,33.3744194810502,11.7198270235541,21.6545924515727,28.3574604398446,19.8167167418021
"BEN",27.1777312057816,29.6872010809317,25.2717040082035,1035.06027596224,222.131445170661,2.23384168482208,94.8386031201376,590.559186637618,13.2316630355846,149.283950617284,492.605664488017,11.5298796510385,63.7510351016198,180.274776239887,36.8087635234204,18.5210017617751,18.2877617602601,25.5178620235246,26.8170394994421
"BER",22.2329368591309,26.6888885498047,18.3706359863281,1500,178,76,22.1473693847656,446,273,423,372,5.19523811340332,35.5954322814941,342.383972167969,29.761905670166,15.1666669845581,14.5952386856079,25.6849212646484,20.1666660308838
"BGM",9.60938328120334,16.6460981999547,2.88759769906005,844.961983471074,84.5438016528926,55.3256198347107,13.0290738980632,242.19173553719,181.740495867769,216.520661157025,211.061157024793,7.51346571741025,33.2888885498047,564.173131113604,22.3181102658106,-0.247620993456803,22.5657312850322,8.4559819562376,6.65836427389098
"BIS",24.7391652897613,25.1202229571669,24.2023709114284,3317.18493150685,417.78595890411,181.095890410959,28.2048006417,1143.44006849315,598.178082191781,829.616438356164,878.563356164384,7.1692288117866,85.6285397124617,40.1987159268497,29.0591462279019,20.6694354455765,8.38971078232543,24.5940165454394,24.8249585563189
"BKN",28.057163144004,31.1800898741275,25.6838517035866,748.829917405935,209.603548485775,0.429489140409911,118.876262409237,507.803609666565,3.43774854695626,112.888345059651,208.098501070664,12.9990087026629,60.9071533679233,228.439263627084,38.6686020329225,17.2210394846769,21.4475625476621,26.7669682355422,26.1043847621709
"BLR",5.99622309125784,16.4361010975256,-4.78311462888098,627.420275590551,84.833907480315,32.1094980314961,31.7828925303587,228.14000984252,103.826525590551,228.133366141732,112.497785433071,8.16070966446024,26.2807956431794,864.416031799917,22.3560674321933,-8.72313706494692,31.0792044931509,16.4127962666703,-3.47821182842716
"BLT",5.97938901883522,16.0218638734324,-3.85094311537005,662.211200401808,80.7099447513812,30.3774485183325,30.6351378271773,227.674033149171,103.647664490206,219.553992968358,124.557006529382,7.45579104768398,25.4935383478162,810.856769954542,21.8344927619654,-7.41358533359424,29.2480781005292,14.5941805030041,-1.49689190897888
"BLZ",25.1235862731934,26.7300326815518,22.873231679743,2006.08,313.6,47.2945454545455,55.8383979797363,830.196363636364,165.796363636364,630.327272727273,319.327272727273,9.58990925875577,66.4164483087713,164.93468289462,31.9626445076682,17.5457198195024,14.4169246881658,26.4052369967374,24.6131371654164
"BOL",20.8497167216686,22.7348512915323,18.0856150138214,1159.36996612721,194.71366202484,21.626721866767,75.4763776237192,537.50365073391,81.5954083552879,408.406097101995,100.473616861122,12.4788291565763,66.2832747092227,196.385759580624,29.2656395555036,10.3849895468906,18.8806500087073,22.4442494579935,18.5882066729262
"BOR",26.0278485672598,26.3970093151514,25.6450162052323,3028.62307958877,336.543606330137,165.949867159524,22.8005669238979,940.139193716068,549.577451773132,744.171537484117,853.957144507335,8.34881469621468,88.8223085424373,31.3881688476559,30.8686199428386,21.466263775023,9.40235616781564,25.8704756324418,26.0548767082353
"BOT",22.1429010738264,26.3522560609552,16.3198700348972,375.727085620198,85.6137486278814,0.471597145993414,95.5112366147675,222.146542261251,3.05227771679473,164.381860592755,3.58905049396268,16.4221891393777,57.3497870934127,426.205761039558,34.3463095446188,5.69876852600491,28.6475410189246,25.743377479057,16.3295407498053
"BOU",-0.944742051884532,1.11587306857109,-3.14583337306976,1768,178,123,10.3871989250183,489.5,380,407.5,453.5,4.22400784492493,45.4517593383789,175.258544921875,3.53750002384186,-5.74583339691162,9.28333330154419,0.0710317492485046,0.97569442819804
"BRC",1.15761164077117,11.5662739847232,-9.28619032749561,925.541358121947,126.402552386954,37.9673861666929,37.0792050201611,346.723176303766,133.337587311591,220.423979832992,261.539152355444,10.3348257369238,30.8965946448137,857.08220217312,18.8649976399571,-15.038092717669,33.9030903522773,4.9186240621503,-0.289036142525242
"BRY",-4.73568298414165,12.6514418004251,-22.6194554291335,418.742393509128,103.533903216459,4.94827586206897,96.5038269632141,257.00333236743,17.9024920312953,256.680237612286,21.5847580411475,13.0333161418316,25.0715559111302,1429.23237741183,20.9880744697252,-30.8982013883676,51.8862758477299,12.5875329111874,-20.6763322027964
"BUL",10.440760975369,19.9771187087237,0.712474819167457,590.368926553672,69.1480225988701,35.0598870056497,22.0192619641622,191.721468926554,113.994350282486,163.31581920904,128.077401129943,10.3711701390433,33.3027348178928,784.810638772566,27.0457774539452,-4.08883799075617,31.1346154250668,15.2382995833111,7.18066009115822
"BUR",19.561008694044,20.2045094944325,18.9952544624497,1179.75394321767,191.110410094637,3.88958990536278,65.4619070468265,481.892744479495,30.7350157728707,196.564668769716,176.665615141956,10.3954327189208,74.8086360606485,52.185417458086,26.5558170655548,12.6257697144517,13.93004735712,19.513846508712,19.2273338721002
"BZC",24.2557709042696,25.5147119202134,22.3389589056402,1649.29726820768,280.426374865461,13.3652811234688,72.431200556921,779.107016554764,57.3948029316796,492.375890523295,120.363333504177,12.3543817874415,67.9230004391209,136.84355109045,32.3576250070917,14.15765737528,18.1999676389481,25.0947009877419,22.4699894017109
"BZE",24.6995244524924,25.9723508387822,23.3010240300934,1022.31634715167,199.680921950953,11.4187011852095,81.7362581669545,526.89109181277,43.7997159866732,185.851111475231,209.518925118794,11.0053726770608,72.7036409962997,111.587365724511,32.2780811179178,17.1066577451338,15.1714233722111,24.7661323113993,24.176524508728
"BZL",21.3167291139022,23.3926913494246,18.4897435489572,1289.63391690619,241.850100165491,18.8723107743228,75.6859384981476,653.663531051302,68.2651336991551,529.410068809337,76.5239961675812,11.8206028278339,65.3809156475162,205.515391208664,29.2206241742897,11.1463535299971,18.0742706417279,23.0823177544147,18.5856901762243
"BZN",25.9035437895471,26.4933077255367,25.2921172949719,2228.60726797038,325.17906079553,60.9501130770254,54.5489664677849,910.740410624806,212.698638641302,400.315994856104,628.922398119817,9.93122998413493,78.6795073181006,49.9383748203237,32.4243911273157,19.6329393923074,12.7914517364038,25.6623339026071,25.8947304902883
"BZS",18.4896898279931,22.6081105878086,14.1972479993051,1589.54506264314,175.092280749023,96.2745520678971,19.1146299383895,478.442678162468,326.471911626027,455.075710629126,355.524855179846,11.0162386107313,54.2751400539147,348.249795873869,28.5029843978029,8.21177886660716,20.2912055220739,19.5822117164516,17.0215376499736
"CAB",24.6563326678699,26.3580784858028,22.0603720025171,1083.06329113924,184.088607594937,0.924050632911392,83.0794922068149,509.518987341772,4,509.506329113924,4,7.32157964947857,58.1403384631193,181.344858097125,30.4904275483723,17.905078501641,12.5853490467313,26.3490953807589,22.0603720025171
"CAF",24.8197356907797,26.4596394697389,23.6688922823489,1338.16072408118,235.063494240263,6.81966538672518,79.8376849195948,656.670735052112,33.8451727921009,207.32350521119,299.921146461876,12.4438623187964,67.0318972079622,117.153450314056,34.2030895547558,15.4547724973613,18.7483170570022,24.1002766428187,24.4368945007722
"CAL",14.0102428842369,22.3373800313879,6.49005152721455,551.756502768921,99.9293505621749,3.84259103876489,72.8936203340293,274.983889914415,20.6929014935392,29.135928847122,266.832522235274,15.2683061137858,46.9976105002634,655.103340416512,32.564086732898,-0.288620996034592,32.8527077492261,8.07762731086033,20.5157293889682
"CAY",26.8956565856934,28.532791519165,25.011466217041,1392.2,221.6,28,61.4885932922363,586.8,112.2,522.4,132.4,6.93416748046875,63.2778381347656,144.482800292969,32.3079490661621,21.3487777709961,10.959171295166,28.1040077209473,25.4627338409424
"CBD",26.7765440313382,28.4819518101975,24.8376783767133,1784.67491976158,342.432828977533,4.87803759743237,82.8568318177669,916.440623567171,33.7744154057772,393.579550664833,85.7331499312242,8.35702511543858,59.0170344877877,145.039984659775,33.6299139842261,19.4111360793046,14.2187779049215,26.9843562011159,25.120025526324
"CGS",27.6372504764133,28.3942900763618,26.8187221950955,2568.22222222222,311.777777777778,139.888888888889,27.8075614505344,851.111111111111,434.777777777778,550.222222222222,533,5.33525297376845,73.585080464681,62.7844395107693,31.3981020185683,24.1460382673475,7.2520637512207,27.890257941352,26.9731195237901
"CHA",26.9440196275002,31.4361321544635,21.7914972448392,304.313219505885,97.3546113051352,0.0132583106971931,124.771132533816,225.240072435649,0.223515715948778,41.6554132712456,46.1536023800285,15.1029510433284,55.1766393123908,399.326229786753,39.7468889636374,12.171270215992,27.5756187401958,28.8998046929771,23.2928821534485
"CHC",12.460409130874,19.9302528599355,4.09080891077004,1037.62953800127,196.235544560152,13.6350612738047,77.5999916297891,526.129911972844,50.1120764052701,512.209251481503,51.216673378977,9.67195235337921,36.0186214333992,644.965525903291,25.028448238217,-2.29773810481456,27.3261863463123,19.2985663347953,4.31453450208307
"CHH",23.9926289969711,27.775294095984,19.0195804681823,1569.55924170616,273.113744075829,19.5023696682464,74.8909238119261,757.364928909953,72.3483412322275,653.002369668247,74.4739336492891,7.00950832841521,41.9257611912009,361.883754639829,31.5699712608663,14.8068607090774,16.7631105585686,26.7452675426176,19.3364147733173
"CHI",3.72379771659765,19.7418950858759,-13.8155786784146,294.387845417589,85.7579889878043,1.86677301497453,108.562504675865,200.714197499099,7.00097771831421,199.358205115011,7.10801214429064,13.6199505270119,27.4496511909761,1362.52051165998,27.4692429312036,-22.4021808201437,49.8714237574327,19.3896665849903,-13.2759857092651
"CHM",3.05676128958562,19.8654407200632,-15.8911231180299,582.062096712973,154.4563880665,4.18803613451757,104.595904675846,371.795490776588,16.2408714795415,371.701055188643,16.2442116450315,12.1010275936829,23.8349294516959,1449.46639798503,26.2691215421601,-24.6036333852085,50.8727549158576,19.8434277865118,-15.7305266198885
"CHN",8.62805311073649,20.7809583161592,-4.63925545962642,480.965519357016,121.131541812381,3.48972329590772,98.3564689725636,291.738941039328,13.5506472789742,281.483465243266,13.5861095772747,12.0656894277419,30.2810903018264,1029.205159479,27.2463665124397,-12.4279732717781,39.6743397830023,20.1178872046701,-4.25163306163337
"CHQ",-2.18494792471183,8.47443211813685,-13.4961645374101,315.671725315375,75.0456226880395,1.76970501754719,101.248602313447,197.354073793038,7.07455183534098,197.312434790856,8.02930854595466,13.9590379334509,36.3081273492572,897.268388266402,15.5017925676693,-22.9558517505263,38.4576442955138,8.46375841689947,-11.6931225314064
"CHS",17.273283077375,26.3837703262992,7.31996909863174,1370.42197999894,242.457325784433,32.0006878670829,63.6969565963725,632.205196042119,120.428541192656,549.010741309064,140.295941584211,8.19162738690951,28.406317676613,776.890788526357,31.2150892604564,2.09387422837707,29.1212150283677,23.6547252808534,8.71490766768072
"CHT",-2.54317926285437,6.99759661143705,-12.2962237194585,306.262257109767,72.8112212070519,2.74539956247587,99.812498498371,185.583129584352,11.686784197658,178.858319392614,20.3802599408056,13.5999985021938,39.2921914273808,789.030280054682,13.7680896972616,-21.023070135635,34.7911598460583,5.94011280469434,-9.22367987870488
"CHX",5.25976999017147,19.0795338302136,-10.3993258004411,113.388875673961,23.775808753568,1.95797653028861,79.6047759282184,60.7182841738027,7.23572787821123,59.4908420551855,7.99135743736124,14.1527969192937,30.6893935354029,1202.84594791169,27.4174433314374,-18.9900932039036,46.4075365353871,18.5529892626326,-7.16118983135212
"CKI",26.6118850708008,27.3568248748779,25.8466667175293,2017.4,250,76.4,35.6847938537598,693.8,289,657.2,415.8,4.4167854309082,71.8641036987305,61.0893142700195,29.8137149810791,23.6673332214355,6.14638175964356,27.2325870513916,26.1353328704834
"CLC",10.6624448344924,15.5791037574564,6.0047355186857,846.315114964191,172.010931021485,13.6426686769695,89.7425832752008,464.630983791934,50.8141726347531,52.2024123633622,439.53486618922,11.7365412474847,53.2980625254677,388.610866484802,23.3572306569077,1.23764105767041,22.1195896021429,6.49163479289504,15.3219084604596
"CLM",24.511050824634,25.2260232688016,23.7502927681429,2631.08971570025,353.504763333583,84.3533868426975,44.0640847046085,963.845848023404,317.50708874053,447.475208161428,854.555847273273,9.28809287651617,81.7025260504649,59.4521601181683,30.5615951525066,19.1149136781175,11.4466814736202,24.0856889144987,24.8520119473775
"CLN",11.137795483843,14.1055903582934,7.76863315756853,40.1854085016581,13.7108833283087,0.182996683750377,81.5187920031865,30.16731986735,1.22369611094362,24.7552004823636,6.13506180283389,13.7147852252469,66.1220823097632,256.991676236263,20.9773332311477,0.348756830744279,20.6285763939785,12.3044717773708,11.1752163126513
"CLS",6.11103126528545,10.0588539634409,1.99676355101494,1732.89738159415,195.995379283789,99.1143627262226,23.8250876709641,561.073161340008,332.915286869465,383.317096649981,502.980747015787,7.46674660843154,46.0323625732763,327.272325086098,14.8750061809351,-1.28824797072941,16.1632541429551,5.39862201396253,6.97507680277026
"CMN",24.3507797924024,25.9063500274589,23.1305436147402,1613.62703196347,295.237808219178,14.583196347032,77.7779595584957,768.5499543379,62.067397260274,289.177716894977,588.925844748858,10.3641428081739,70.0791033754392,114.904404302449,32.3277554046073,17.1257700241646,15.2019853863651,23.4566086256123,24.3186076189503
"CNT",9.31999429377114,20.4765751257175,-2.23041331564508,1222.7756097561,113.273170731707,86.6341463414634,7.15351540867875,325.307317073171,283.30243902439,300.673170731707,289.341463414634,11.2212817447941,30.8170561999809,919.728692775819,27.7226034490074,-8.67634265248368,36.398946101491,9.17061600917723,3.3437043562168
"CNY",17.7752721066378,21.5941904223695,14.6006309791487,267.724489795918,51.4591836734694,0.551020408163265,80.2062205879056,136.857142857143,3.87755102040816,12.1020408163265,126.428571428571,7.54424294646905,48.746694136639,286.233097309969,26.4276932307652,10.9149352628358,15.5127579825265,14.9907679022575,20.8178391261977
"COL",6.94355627198897,17.9799514236403,-3.64081172439,420.449264705882,59.8375,16.8536764705882,43.5823749303818,161.849509803922,58.2176470588235,148.869362745098,64.4362745098039,16.5190867629706,40.5846526043088,882.086933599734,28.3830335593691,-12.3672115210225,40.750245086352,15.1432871264615,-0.803633618567398
"COM",23.6476287841797,24.8825315328745,21.88755603937,2011.73076923077,351.961538461538,42.5769230769231,60.3002636249249,874.961538461538,188.346153846154,792.923076923077,228.730769230769,8.29268583884606,70.0812662564791,126.864124591534,28.8715160076435,17.0385522475609,11.8329637600825,24.8543343177209,22.405679335961
"CON",24.5638359382582,25.4932520232586,23.4760949716509,1644.37664596273,243.813167701863,28.1590062111801,53.2174555869724,623.274285714286,125.07801242236,528.332422360248,210.744596273292,9.47543647517329,77.6063929720103,83.2532068638772,30.7587625458522,18.5320077744478,12.2267547714044,24.5991836187706,23.6865478866293
"COO",24.0322589874268,26.0048961639404,22.0510349273682,2003.33333333333,255.666666666667,96.3333333333333,32.6095104217529,699.666666666667,328,673,334,5.63113419214884,56.3426666259766,163.780827840169,28.9643688201904,18.9580516815186,10.0063171386719,25.6737174987793,22.2645270029704
"COR",13.3665632281985,20.5334606579372,7.18998257230435,772.278571428571,108.25,13.7785714285714,46.0234822681972,300.114285714286,71.7428571428571,103.057142857143,244.4,7.02921485219683,31.7529924665179,557.350126429967,25.7890402657645,3.72103583631771,22.0680043765477,11.1612968615123,20.4056472914559
"COS",23.5881048271758,24.5750090375592,22.7776784755216,2889.09735973597,425.940594059406,61.2970297029703,57.0947680268744,1131.31188118812,231.328382838284,494.775577557756,751.262376237624,9.46105537949616,77.3771039251447,71.9213395889836,30.0926894669486,17.8612091726202,12.2314802915743,23.381896462771,23.8912989518823
"CPI",25.8809804916382,26.9244537353516,24.9540939331055,4977,1006,73.25,68.4481077194214,2192,298.5,1765,858.5,8.79216933250427,77.3321952819824,80.0925769805908,31.6769232749939,20.2788462638855,11.3980770111084,25.4873542785645,26.0897512435913
"CPP",17.1948006932271,22.7707880844035,11.0028167999771,348.653054411928,54.5454545454545,10.4998330922444,53.5984010303778,148.304996105486,36.8839434739068,119.746077667742,53.8143985757205,15.2456028350299,54.0920088366777,480.976024791955,31.0269549465211,2.66666831167135,28.3602866400624,20.2039471072138,13.3582678074379
"CPV",22.7632241874445,26.2280157824032,17.8168844629507,577.487704918033,141.41393442623,0,113.622843664201,390.352459016393,0.286885245901639,192.540983606557,1.72540983606557,15.88213282335,55.9110911635102,353.676213248831,35.490852418493,7.07961475849152,28.4112375916028,24.7875730639598,17.8913940132641
"CRL",26.6371164882884,27.0080777336569,26.2792095857508,3956.82352941176,436,215,20.628041379592,1220.23529411765,739.470588235294,986.411764705882,973.470588235294,6.93198181601132,85.4575881958008,29.9205182580387,30.704740636489,22.5651397705078,8.13960086598116,26.702771691715,26.753532185274
"CRZ",4.69097862243652,7.17186813354492,2.65896482467651,2441.6,281.4,147,18.8423286437988,748.2,466.2,630.4,553.4,5.04397964477539,49.3967979431152,186.480657958984,10.4904912948608,0.278460192680359,10.2120311737061,4.53736643791199,3.39241981506348
"CTA",-4.77013001546809,14.0837895672341,-24.8795273423051,410.134016887817,108.311580217129,3.24873341375151,107.836769635024,272.722074788902,11.7938480096502,272.722074788902,12.1759951749095,14.8328492367081,26.1126543114067,1583.97035004877,22.8466395638101,-34.1053828693845,56.9520224268675,14.0837895672341,-23.2597630141871
"CTM",11.2859484672546,14.7553653717041,7.97287492752075,1020.8,112.8,60.6,19.73494348526,317.1,201.6,210.1,311.2,6.7004141330719,46.4935688018799,274.431536865234,18.8909952163696,4.48053016662598,14.4104650497437,8.44713907241821,14.5822072982788
"CUB",25.1038571615942,27.2594557035701,22.5655136494,1334.65415162455,206.605054151625,30.7776173285199,60.5897762890757,537.345126353791,111.599277978339,485.428158844765,117.407942238267,9.03996607783899,62.1718836677634,191.634438293677,31.8771767227228,17.3522196098355,14.5249571135758,26.7283046873898,22.6343414967671
"CVI",21.9265036001438,24.0954856872559,19.9502533005505,238.682926829268,102.024390243902,0.0487804878048781,154.599759729897,195.19512195122,1.1219512195122,195.19512195122,10,6.49395728692776,59.4947577685845,168.520131925257,27.3013923458937,16.4059726552265,10.8954197022973,24.0954856872559,20.9555018355207
"CYP",18.0236671045423,26.0552601516247,10.3694383464754,487.0703125,109.3046875,1.8671875,90.8951045870781,278.46875,9.9921875,10.7578125,257.2421875,11.4059510305524,40.0799372792244,652.719249248505,33.4507247656584,5.00538831669837,28.4453364759684,10.4285893253982,25.8549912124872
"CZE",7.64511959562816,16.5666687811251,-1.44333340730462,684.557599649584,92.4809461235217,34.257555847569,35.6313953942705,255.502409110819,110.480946123522,254.642575558476,119.442400350416,8.74869408129184,31.1638257272714,732.859277712688,22.8463044310681,-5.19206351018297,28.0383679276749,16.2356852156731,0.252012849972854
"DEL",12.9166793558333,23.4219821559058,2.1598823165728,1133.68055555556,110.125,76.5972222222222,11.3347969055176,314.722222222222,255.666666666667,305.819444444444,260.875,10.9320466915766,32.2321314546797,862.077811347114,30.1420625315772,-3.77198215987947,33.9140445921156,22.6387010415395,7.81282760989335
"DEN",8.08551426379381,15.6563913135295,1.02246975319437,703.784204671858,78.9021134593993,37.0756395995551,23.8841537798074,227.511679644049,123.157953281424,187.167964404894,159.055617352614,6.23651100080191,27.8901228220497,605.453374911468,20.2980209749453,-1.98106477962593,22.2790857703322,10.9600885473979,3.53602643034217
"DJI",28.1088819315311,32.6682032860315,23.7184951088645,169.932806324111,30.9051383399209,3.09881422924901,54.2643483429558,71.9920948616601,22.3833992094862,50.4347826086956,36.1383399209486,9.08799613982792,47.6212651399756,369.910463235124,38.2368496227641,19.1666529583837,19.0701966794583,30.29991735677,29.3924875070926
